2023-05-23 13:45:11,classical-domains/classical-sas/elevators-00-strips-s8-2.sas,0.0070477s,5.44171s,32812 KB,8.307486295700073
2023-05-23 13:48:29,classical-domains/classical-sas/blocks-probBLOCKS-4-0.sas,0.0066018s,0.768735s,32784 KB,3.39933443069458
